trad_id,cust_id,time,amount,type_label,type
24058,40010,10/4/2009,51,特价,Special_offer
24059,30110,10/4/2009,-60,退货,returned_goods
24060,40176,10/4/2009,60,特价,Special_offer
24075,30022,10/4/2009,60,特价,Special_offer
24144,10076,10/5/2009,60,特价,Special_offer
24145,10290,10/5/2009,51,特价,Special_offer
24146,10016,10/5/2009,120,特价,Special_offer
24147,40005,10/5/2009,60,特价,Special_offer
24148,20090,10/5/2009,60,正常,Normal
24149,40022,10/5/2009,120,特价,Special_offer
24150,40115,10/5/2009,120,正常,Normal
24151,40140,10/5/2009,72,特价,Special_offer
24152,10224,10/5/2009,81,正常,Normal
24153,30102,10/5/2009,60,正常,Normal
24154,10040,10/5/2009,60,特价,Special_offer
24162,10120,10/5/2009,81,正常,Normal
24174,20106,10/6/2009,60,特价,Special_offer
24175,40022,10/6/2009,72,特价,Special_offer
24176,40080,10/6/2009,72,特价,Special_offer
24177,20079,10/6/2009,70,特价,Special_offer
24189,20197,10/6/2009,81,特价,Special_offer
24231,30043,10/7/2009,72,特价,Special_offer
24240,30047,10/7/2009,60,特价,Special_offer
24242,30064,10/7/2009,60,特价,Special_offer
24247,40016,10/7/2009,81,正常,Normal
24258,40006,10/7/2009,81,正常,Normal
24259,10157,10/7/2009,60,特价,Special_offer
24260,40223,10/7/2009,81,正常,Normal
24261,10085,10/7/2009,81,正常,Normal
24262,10244,10/7/2009,60,特价,Special_offer
24311,40105,10/8/2009,60,特价,Special_offer
24312,10236,10/8/2009,72,特价,Special_offer
24313,20139,10/8/2009,81,正常,Normal
24314,20200,10/8/2009,72,特价,Special_offer
24339,20222,10/8/2009,72,特价,Special_offer
24340,20063,10/8/2009,60,特价,Special_offer
24341,30022,10/8/2009,72,特价,Special_offer
24412,20153,10/9/2009,60,正常,Normal
24413,30129,10/9/2009,51,特价,Special_offer
24524,10133,10/10/2009,60,特价,Special_offer
24629,30300,10/11/2009,67,正常,Normal
24630,40094,10/11/2009,98,正常,Normal
24631,40136,10/11/2009,49,正常,Normal
24632,10075,10/11/2009,67,正常,Normal
24633,10056,10/11/2009,67,正常,Normal
24634,20206,10/11/2009,67,正常,Normal
24635,20211,10/11/2009,49,正常,Normal
24636,40057,10/11/2009,49,正常,Normal
24637,10094,10/11/2009,268,正常,Normal
24638,30148,10/11/2009,49,正常,Normal
24639,40129,10/11/2009,134,正常,Normal
24647,10036,10/11/2009,67,正常,Normal
24648,10214,10/11/2009,42,正常,Normal
24649,20297,10/11/2009,49,正常,Normal
24650,40165,10/11/2009,49,正常,Normal
24651,30238,10/11/2009,49,正常,Normal
24652,40148,10/11/2009,98,正常,Normal
24653,10249,10/11/2009,49,正常,Normal
24654,10258,10/11/2009,98,正常,Normal
24664,40017,10/11/2009,49,正常,Normal
24665,30267,10/11/2009,49,正常,Normal
24666,30168,10/11/2009,60,正常,Normal
24667,10159,10/11/2009,147,正常,Normal
24668,30104,10/11/2009,147,正常,Normal
24669,30024,10/11/2009,49,正常,Normal
24670,40176,10/11/2009,49,正常,Normal
24684,10112,10/11/2009,49,正常,Normal
24807,20006,10/12/2009,72,正常,Normal
24808,10050,10/12/2009,162,正常,Normal
24809,40235,10/12/2009,60,正常,Normal
24810,20120,10/12/2009,60,正常,Normal
24811,20106,10/12/2009,81,正常,Normal
24812,30295,10/12/2009,72,正常,Normal
24813,10124,10/12/2009,81,正常,Normal
24814,30048,10/12/2009,81,正常,Normal
24919,30104,10/12/2009,49,正常,Normal
24920,10234,10/12/2009,49,正常,Normal
24921,20264,10/12/2009,60,正常,Normal
24922,10232,10/12/2009,67,正常,Normal
24923,30218,10/12/2009,98,正常,Normal
24924,40220,10/12/2009,49,正常,Normal
25045,30082,10/13/2009,42,正常,Normal
25046,30130,10/13/2009,42,正常,Normal
25068,30120,10/13/2009,42,正常,Normal
25075,40050,10/14/2009,171,正常,Normal
25076,10081,10/14/2009,57,正常,Normal
25077,40049,10/14/2009,126,正常,Normal
25078,30224,10/14/2009,42,正常,Normal
25079,40020,10/14/2009,42,正常,Normal
25080,20049,10/14/2009,57,正常,Normal
25097,20294,10/15/2009,42,正常,Normal
25098,10167,10/15/2009,57,正常,Normal
25099,20296,10/15/2009,57,正常,Normal
25116,20099,10/16/2009,42,正常,Normal
25117,10024,10/16/2009,42,正常,Normal
25118,30021,10/16/2009,42,正常,Normal
25119,30221,10/16/2009,57,正常,Normal
25120,40292,10/16/2009,42,正常,Normal
25121,40212,10/16/2009,-57,退货,returned_goods
25122,40268,10/16/2009,57,正常,Normal
25123,30259,10/16/2009,42,正常,Normal
25124,30010,10/16/2009,57,正常,Normal
25125,20194,10/16/2009,57,正常,Normal
25184,20133,10/17/2009,42,正常,Normal
25185,40047,10/17/2009,42,正常,Normal
25186,10235,10/17/2009,57,正常,Normal
25187,40088,10/17/2009,42,正常,Normal
25188,20084,10/17/2009,42,正常,Normal
25189,20211,10/17/2009,42,正常,Normal
25190,40257,10/17/2009,42,正常,Normal
25191,40043,10/17/2009,171,正常,Normal
25192,30085,10/17/2009,42,正常,Normal
25195,40296,10/17/2009,57,正常,Normal
25196,30136,10/17/2009,153,正常,Normal
25197,30161,10/17/2009,42,正常,Normal
25210,30253,10/17/2009,42,正常,Normal
25244,20171,10/18/2009,42,正常,Normal
25245,10043,10/18/2009,42,正常,Normal
25246,40142,10/18/2009,42,正常,Normal
25247,20159,10/18/2009,42,正常,Normal
25248,40146,10/18/2009,42,正常,Normal
25252,10216,10/18/2009,42,正常,Normal
25290,10018,10/19/2009,35,正常,Normal
25291,20161,10/19/2009,42,正常,Normal
25292,30104,10/19/2009,35,正常,Normal
25293,20188,10/19/2009,70,正常,Normal
25295,30262,10/19/2009,35,正常,Normal
25296,40282,10/19/2009,35,正常,Normal
25316,20033,10/20/2009,35,正常,Normal
25317,30058,10/20/2009,51,正常,Normal
25318,30142,10/20/2009,210,正常,Normal
25348,20040,10/21/2009,51,正常,Normal
25349,20272,10/21/2009,105,正常,Normal
25350,30155,10/21/2009,51,正常,Normal
25351,10071,10/21/2009,51,正常,Normal
25353,20211,10/21/2009,51,正常,Normal
25354,10136,10/21/2009,70,正常,Normal
25380,20156,10/22/2009,35,正常,Normal
25381,40039,10/22/2009,35,正常,Normal
25382,30119,10/22/2009,35,正常,Normal
25383,40300,10/22/2009,54,正常,Normal
25412,20271,10/23/2009,35,正常,Normal
25413,40139,10/23/2009,35,正常,Normal
25414,10121,10/23/2009,54,正常,Normal
25471,20281,10/24/2009,51,正常,Normal
25472,40227,10/24/2009,70,正常,Normal
25473,20165,10/24/2009,51,正常,Normal
25474,10061,10/24/2009,175,正常,Normal
25475,30273,10/24/2009,84,正常,Normal
25476,40133,10/24/2009,54,正常,Normal
25477,20241,10/24/2009,35,正常,Normal
25552,20174,10/25/2009,51,正常,Normal
25553,40034,10/25/2009,108,正常,Normal
25554,20126,10/25/2009,51,正常,Normal
25555,20127,10/25/2009,102,正常,Normal
25561,10134,10/25/2009,51,正常,Normal
25583,20215,10/26/2009,51,正常,Normal
25584,10076,10/26/2009,35,正常,Normal
25649,20228,10/28/2009,25,正常,Normal
25650,30163,10/28/2009,25,正常,Normal
25651,40126,10/28/2009,25,正常,Normal
25652,40081,10/28/2009,35,正常,Normal
25653,10042,10/28/2009,25,正常,Normal
25659,20257,10/28/2009,25,正常,Normal
25666,20292,10/28/2009,25,正常,Normal
25688,10102,10/29/2009,25,正常,Normal
25689,30172,10/29/2009,75,正常,Normal
25690,40189,10/29/2009,35,正常,Normal
25691,40014,10/29/2009,25,正常,Normal
25692,10172,10/29/2009,50,正常,Normal
25693,10045,10/29/2009,25,正常,Normal
25694,20113,10/29/2009,70,正常,Normal
25695,40024,10/29/2009,35,正常,Normal
25736,20019,10/30/2009,100,正常,Normal
25737,20009,10/30/2009,35,正常,Normal
25738,40014,10/30/2009,50,正常,Normal
25739,40284,10/30/2009,25,正常,Normal
25740,20268,10/30/2009,25,正常,Normal
25753,40037,10/30/2009,25,正常,Normal
25759,10277,10/31/2009,175,正常,Normal
25760,20210,10/31/2009,20,正常,Normal
30179,10094,3/26/2010,314,正常,Normal
30180,40168,3/26/2010,0,赠送,Presented
30181,30016,3/26/2010,179,正常,Normal
30182,30233,3/26/2010,0,赠送,Presented
30183,20125,3/26/2010,0,赠送,Presented
30184,10144,3/26/2010,271,正常,Normal
30185,40085,3/26/2010,0,赠送,Presented
30186,30001,3/26/2010,271,正常,Normal
30187,40151,3/26/2010,0,赠送,Presented
30188,20291,3/26/2010,179,正常,Normal
31175,20054,4/22/2010,0,赠送,Presented
31176,30279,4/22/2010,449,正常,Normal
31177,30125,4/22/2010,0,赠送,Presented
31178,40244,4/22/2010,0,赠送,Presented
31179,30079,4/22/2010,0,赠送,Presented
31180,20250,4/22/2010,249,正常,Normal
31181,40138,4/22/2010,0,赠送,Presented
31182,40273,4/22/2010,269,正常,Normal
31183,20207,4/22/2010,0,赠送,Presented
31204,40244,4/23/2010,0,赠送,Presented
31205,40266,4/23/2010,0,赠送,Presented
31206,10123,4/23/2010,449,正常,Normal
31214,20192,4/24/2010,10,正常,Normal
31215,40297,4/24/2010,284,正常,Normal
31216,10045,4/24/2010,332,正常,Normal
31217,10007,4/24/2010,237,正常,Normal
31222,10179,4/24/2010,449,正常,Normal
31275,40282,4/25/2010,239,正常,Normal
31302,20163,4/26/2010,269,正常,Normal
31401,30062,4/28/2010,-449,退货,returned_goods
31402,20063,4/28/2010,-249,退货,returned_goods
31403,40229,4/28/2010,-269,退货,returned_goods
31404,20091,4/28/2010,269,正常,Normal
31405,10084,4/28/2010,-269,退货,returned_goods
31406,40224,4/28/2010,-449,退货,returned_goods
31407,20158,4/28/2010,-10,退货,returned_goods
31408,10073,4/28/2010,-332,退货,returned_goods
31409,10253,4/28/2010,-284,退货,returned_goods
31410,30040,4/28/2010,-237,退货,returned_goods
31411,10183,4/28/2010,-449,退货,returned_goods
31412,10007,4/28/2010,-239,退货,returned_goods
31431,40053,4/28/2010,449,正常,Normal
31432,40119,4/28/2010,319,正常,Normal
31484,30020,4/29/2010,0,赠送,Presented
31485,10128,4/29/2010,449,正常,Normal
31486,40060,4/29/2010,0,赠送,Presented
31487,10238,4/29/2010,449,正常,Normal
31558,30226,4/30/2010,-449,退货,returned_goods
31559,40275,4/30/2010,-319,退货,returned_goods
31560,20157,4/30/2010,-449,退货,returned_goods
31561,10091,4/30/2010,-449,退货,returned_goods
31562,30207,4/30/2010,-269,退货,returned_goods
35952,10175,6/1/2010,0,赠送,Presented
35953,10200,6/1/2010,314,正常,Normal
35954,20249,6/1/2010,0,赠送,Presented
35955,40081,6/1/2010,404,正常,Normal
35956,30100,6/1/2010,0,赠送,Presented
35957,10122,6/1/2010,287,正常,Normal
35958,40119,6/1/2010,0,赠送,Presented
35959,30265,6/1/2010,296,正常,Normal
35962,20293,6/1/2010,0,赠送,Presented
35963,20286,6/1/2010,314,正常,Normal
35964,10071,6/1/2010,0,赠送,Presented
35965,30159,6/1/2010,307,正常,Normal
35979,20262,6/1/2010,0,赠送,Presented
35980,20120,6/1/2010,395,正常,Normal
35983,40130,6/1/2010,-307,退货,returned_goods
35984,10138,6/1/2010,-314,退货,returned_goods
35985,40212,6/1/2010,-404,退货,returned_goods
35986,40147,6/1/2010,-287,退货,returned_goods
35987,10137,6/1/2010,-296,退货,returned_goods
35988,10016,6/1/2010,-314,退货,returned_goods
35989,30245,6/1/2010,-395,退货,returned_goods
36510,10234,6/3/2010,90,正常,Normal
36513,40006,6/3/2010,165,正常,Normal
36521,10208,6/3/2010,99,正常,Normal
36522,20065,6/3/2010,-99,退货,returned_goods
36575,10274,6/4/2010,223,正常,Normal
36597,40047,6/4/2010,132,正常,Normal
36600,10215,6/4/2010,132,正常,Normal
36623,30028,6/4/2010,90,正常,Normal
36632,10276,6/4/2010,90,正常,Normal
36647,20268,6/4/2010,109,正常,Normal
36654,30214,6/4/2010,109,正常,Normal
36657,20095,6/4/2010,90,正常,Normal
36660,30262,6/4/2010,132,正常,Normal
36661,30126,6/4/2010,-132,退货,returned_goods
36662,30023,6/4/2010,132,正常,Normal
36663,30058,6/4/2010,132,正常,Normal
36664,20229,6/4/2010,132,正常,Normal
36730,30165,6/5/2010,109,正常,Normal
36731,20081,6/5/2010,109,正常,Normal
36736,10279,6/5/2010,99,正常,Normal
36782,10220,6/5/2010,89,正常,Normal
36785,40139,6/5/2010,90,正常,Normal
36786,20013,6/5/2010,132,正常,Normal
36932,30269,6/6/2010,90,正常,Normal
36966,20222,6/6/2010,132,正常,Normal
36987,40229,6/6/2010,131,正常,Normal
36988,20295,6/6/2010,89,正常,Normal
37446,10243,6/8/2010,111,正常,Normal
37447,30292,6/8/2010,111,正常,Normal
37448,10067,6/8/2010,-111,退货,returned_goods
39205,20111,6/18/2010,111,正常,Normal
39206,40004,6/18/2010,132,正常,Normal
39207,10207,6/18/2010,99,正常,Normal
39211,30093,6/18/2010,-222,退货,returned_goods
39212,20146,6/18/2010,-90,退货,returned_goods
39213,30031,6/18/2010,-109,退货,returned_goods
39214,20037,6/18/2010,-99,退货,returned_goods
39215,20113,6/18/2010,-132,退货,returned_goods
39216,30194,6/18/2010,-89,退货,returned_goods
39217,30291,6/18/2010,-131,退货,returned_goods
39218,20022,6/18/2010,-132,退货,returned_goods
39219,10017,6/18/2010,-132,退货,returned_goods
39220,20015,6/18/2010,-90,退货,returned_goods
39221,30274,6/18/2010,-89,退货,returned_goods
39222,10153,6/18/2010,-218,退货,returned_goods
39223,10150,6/18/2010,-264,退货,returned_goods
39224,40123,6/18/2010,-132,退货,returned_goods
39225,30267,6/18/2010,-132,退货,returned_goods
39226,40046,6/18/2010,-90,退货,returned_goods
39227,30026,6/18/2010,-109,退货,returned_goods
39228,40249,6/18/2010,-90,退货,returned_goods
39229,30016,6/18/2010,-90,退货,returned_goods
39230,40197,6/18/2010,-132,退货,returned_goods
39231,40212,6/18/2010,-223,退货,returned_goods
39232,20166,6/18/2010,-99,退货,returned_goods
39233,20227,6/18/2010,-165,退货,returned_goods
39234,40174,6/18/2010,-90,退货,returned_goods
3294,40078,5/14/2009,0,赠送,Presented
3295,30291,5/14/2009,249,正常,Normal
3298,10030,5/14/2009,2,正常,Normal
3299,20031,5/14/2009,329,正常,Normal
3300,10033,5/14/2009,2,正常,Normal
3301,20231,5/14/2009,249,正常,Normal
3302,40289,5/14/2009,45,正常,Normal
3323,20034,5/14/2009,0,赠送,Presented
3324,30128,5/14/2009,399,正常,Normal
3325,20197,5/14/2009,249,正常,Normal
3332,30198,5/15/2009,2,正常,Normal
3333,30014,5/15/2009,249,正常,Normal
3334,40070,5/15/2009,199,正常,Normal
3335,20217,5/15/2009,1,正常,Normal
3336,20026,5/15/2009,249,正常,Normal
3337,30010,5/15/2009,249,正常,Normal
3338,20102,5/15/2009,179,正常,Normal
3339,20019,5/15/2009,159,正常,Normal
3340,30194,5/15/2009,224,正常,Normal
3341,20088,5/15/2009,359,正常,Normal
3342,40234,5/15/2009,224,正常,Normal
3343,20110,5/15/2009,224,正常,Normal
3344,20165,5/15/2009,224,正常,Normal
3345,40113,5/15/2009,224,正常,Normal
3346,40238,5/15/2009,224,正常,Normal
3347,20022,5/15/2009,1,正常,Normal
3348,40235,5/15/2009,215,正常,Normal
3349,20163,5/15/2009,224,正常,Normal
3350,10252,5/15/2009,224,正常,Normal
3351,30094,5/15/2009,3,正常,Normal
3352,40201,5/15/2009,2,正常,Normal
3353,30242,5/15/2009,359,正常,Normal
3354,30088,5/15/2009,359,正常,Normal
3355,30214,5/15/2009,3,正常,Normal
3356,30045,5/15/2009,359,正常,Normal
3357,30033,5/15/2009,224,正常,Normal
3358,30227,5/15/2009,3,正常,Normal
3359,30019,5/15/2009,224,正常,Normal
3360,40243,5/15/2009,224,正常,Normal
3361,10237,5/15/2009,1,正常,Normal
3362,20152,5/15/2009,215,正常,Normal
3363,10141,5/15/2009,359,正常,Normal
3364,40181,5/15/2009,224,正常,Normal
3365,40223,5/15/2009,224,正常,Normal
3366,10153,5/15/2009,359,正常,Normal
3367,20166,5/15/2009,215,正常,Normal
3368,10251,5/15/2009,359,正常,Normal
3369,30008,5/15/2009,399,正常,Normal
3370,20133,5/15/2009,249,正常,Normal
3371,30179,5/15/2009,224,正常,Normal
3372,20240,5/15/2009,224,正常,Normal
3373,40294,5/15/2009,2,正常,Normal
3458,30220,5/15/2009,224,正常,Normal
3459,20049,5/15/2009,224,正常,Normal
3460,10078,5/15/2009,224,正常,Normal
3461,40272,5/15/2009,269,正常,Normal
3462,40048,5/15/2009,3,正常,Normal
3463,40190,5/15/2009,224,正常,Normal
3464,40242,5/15/2009,2,正常,Normal
3465,10150,5/15/2009,224,正常,Normal
3466,30216,5/15/2009,209,正常,Normal
3467,20108,5/15/2009,2,正常,Normal
3468,40143,5/15/2009,179,正常,Normal
3469,30002,5/15/2009,206,正常,Normal
3470,20273,5/15/2009,206,正常,Normal
3471,30149,5/15/2009,1,正常,Normal
3472,20003,5/15/2009,224,正常,Normal
3473,20235,5/15/2009,1,正常,Normal
3474,10298,5/15/2009,206,正常,Normal
3475,40034,5/15/2009,206,正常,Normal
3476,40168,5/15/2009,224,正常,Normal
3477,30026,5/15/2009,224,正常,Normal
3478,40100,5/15/2009,99,正常,Normal
3479,20142,5/15/2009,2,正常,Normal
3480,20181,5/15/2009,359,正常,Normal
3481,30158,5/15/2009,224,正常,Normal
3482,20265,5/15/2009,2,正常,Normal
3483,30037,5/15/2009,359,正常,Normal
3484,40294,5/15/2009,2,正常,Normal
3485,40112,5/15/2009,1,正常,Normal
3486,30033,5/15/2009,224,正常,Normal
3487,40261,5/15/2009,179,正常,Normal
3488,30103,5/15/2009,2,正常,Normal
3489,20135,5/15/2009,99,正常,Normal
3490,30045,5/15/2009,99,正常,Normal
3491,40199,5/15/2009,99,正常,Normal
3492,40085,5/15/2009,239,正常,Normal
3493,10190,5/15/2009,2,正常,Normal
3494,30284,5/15/2009,249,正常,Normal
3495,20002,5/15/2009,224,正常,Normal
3496,10162,5/15/2009,224,正常,Normal
3497,30159,5/15/2009,2,正常,Normal
3498,20225,5/15/2009,299,正常,Normal
3499,30231,5/15/2009,3,正常,Normal
3500,30107,5/15/2009,209,正常,Normal
3501,10215,5/15/2009,2,正常,Normal
3502,20133,5/15/2009,399,正常,Normal
3503,40154,5/15/2009,319,正常,Normal
3504,10022,5/15/2009,2,正常,Normal
3508,40215,5/15/2009,2,正常,Normal
3509,40284,5/15/2009,369,正常,Normal
3510,20175,5/15/2009,287,正常,Normal
3511,10137,5/15/2009,242,正常,Normal
3512,10089,5/15/2009,215,正常,Normal
3513,30010,5/15/2009,279,正常,Normal
3514,10022,5/15/2009,269,正常,Normal
3515,30283,5/15/2009,209,正常,Normal
3517,30182,5/15/2009,224,正常,Normal
3519,20284,5/15/2009,359,正常,Normal
3520,40257,5/15/2009,2,正常,Normal
3521,40140,5/15/2009,359,正常,Normal
3522,30185,5/15/2009,224,正常,Normal
3523,40265,5/15/2009,30,正常,Normal
3524,20104,5/15/2009,242,正常,Normal
3525,40156,5/15/2009,159,正常,Normal
3526,20167,5/15/2009,269,正常,Normal
3527,40124,5/15/2009,224,正常,Normal
3528,20002,5/15/2009,224,正常,Normal
3529,20222,5/15/2009,359,正常,Normal
3530,30195,5/15/2009,179,正常,Normal
3531,30176,5/15/2009,30,正常,Normal
3532,40002,5/15/2009,179,正常,Normal
3533,10024,5/15/2009,1,正常,Normal
3534,30283,5/15/2009,206,正常,Normal
3535,10087,5/15/2009,359,正常,Normal
3536,10045,5/15/2009,224,正常,Normal
3537,10175,5/15/2009,269,正常,Normal
3538,30205,5/15/2009,359,正常,Normal
3539,40288,5/15/2009,2,正常,Normal
3540,20084,5/15/2009,269,正常,Normal
3541,40002,5/15/2009,269,正常,Normal
3542,30018,5/15/2009,269,正常,Normal
3543,10227,5/15/2009,206,正常,Normal
3544,10279,5/15/2009,224,正常,Normal
3545,20001,5/15/2009,224,正常,Normal
3546,20016,5/15/2009,269,正常,Normal
3547,10026,5/15/2009,2,正常,Normal
3548,10014,5/15/2009,224,正常,Normal
3549,20209,5/15/2009,269,正常,Normal
3550,40124,5/15/2009,2,正常,Normal
3551,40165,5/15/2009,224,正常,Normal
3552,20214,5/15/2009,224,正常,Normal
3553,10279,5/15/2009,2,正常,Normal
3554,30060,5/15/2009,224,正常,Normal
3555,10073,5/15/2009,224,正常,Normal
3556,20222,5/15/2009,269,正常,Normal
3557,20032,5/15/2009,215,正常,Normal
3558,10024,5/15/2009,224,正常,Normal
3559,20107,5/15/2009,2,正常,Normal
3560,30276,5/15/2009,15,正常,Normal
3561,40086,5/15/2009,3,正常,Normal
3562,30105,5/15/2009,224,正常,Normal
3563,30285,5/15/2009,224,正常,Normal
3564,40216,5/15/2009,224,正常,Normal
3565,10104,5/15/2009,224,正常,Normal
3566,10012,5/15/2009,3,正常,Normal
3567,40027,5/15/2009,206,正常,Normal
3568,10259,5/15/2009,1,正常,Normal
3569,10162,5/15/2009,269,正常,Normal
3570,20138,5/15/2009,224,正常,Normal
3571,40243,5/15/2009,2,正常,Normal
3572,10110,5/15/2009,3,正常,Normal
3573,30102,5/15/2009,224,正常,Normal
3574,10078,5/15/2009,2,正常,Normal
3575,10017,5/15/2009,224,正常,Normal
3576,20260,5/15/2009,179,正常,Normal
3577,40269,5/15/2009,224,正常,Normal
3578,30294,5/15/2009,279,正常,Normal
3579,20267,5/15/2009,3,正常,Normal
3580,30210,5/15/2009,224,正常,Normal
3581,20158,5/15/2009,359,正常,Normal
3582,40259,5/15/2009,179,正常,Normal
3584,30129,5/15/2009,3,正常,Normal
3585,20181,5/15/2009,269,正常,Normal
3586,10011,5/15/2009,269,正常,Normal
3587,20222,5/15/2009,15,正常,Normal
3588,30099,5/15/2009,319,正常,Normal
3589,30091,5/15/2009,2,正常,Normal
3590,30005,5/15/2009,179,正常,Normal
3591,30162,5/15/2009,3,正常,Normal
3592,30080,5/15/2009,359,正常,Normal
3593,40051,5/15/2009,224,正常,Normal
3594,30055,5/15/2009,269,正常,Normal
3595,20191,5/15/2009,206,正常,Normal
3596,10069,5/15/2009,179,正常,Normal
3597,30064,5/15/2009,224,正常,Normal
3598,10148,5/15/2009,15,正常,Normal
3599,40001,5/15/2009,359,正常,Normal
3600,10087,5/15/2009,179,正常,Normal
3601,20006,5/15/2009,206,正常,Normal
3602,40145,5/15/2009,359,正常,Normal
3603,20160,5/15/2009,332,正常,Normal
3604,20040,5/15/2009,99,正常,Normal
3605,20039,5/15/2009,30,正常,Normal
3606,10090,5/15/2009,269,正常,Normal
3607,40273,5/15/2009,2,正常,Normal
3608,30145,5/15/2009,269,正常,Normal
3609,30290,5/15/2009,287,正常,Normal
3610,40097,5/15/2009,1,正常,Normal
3611,40058,5/15/2009,30,正常,Normal
3612,20206,5/15/2009,99,正常,Normal
3613,40120,5/15/2009,358,正常,Normal
3614,30218,5/15/2009,206,正常,Normal
3615,40287,5/15/2009,2,正常,Normal
3616,30038,5/15/2009,2,正常,Normal
3617,30069,5/15/2009,224,正常,Normal
3618,30035,5/15/2009,359,正常,Normal
3619,30247,5/15/2009,224,正常,Normal
3620,40183,5/15/2009,2,正常,Normal
3621,20063,5/15/2009,224,正常,Normal
3622,20217,5/15/2009,2,正常,Normal
